A,B,C,E,ehomo,elumo,egap,R2,mu,alpha,zpve,U0,U,H,G,Cv,U0_atom,U_atom,H_atom,G_atom,f_name
0.26142,0.12227,0.10358,-50569.36719082174,-1.0685911291769017,-5.960381994777402,133.1124095943288,10466.7647,2.9485,232.22,7.970432657625361,-50561.39677857265,-50560.78373325691,-50560.7580457085,-50562.93033065483,84.074,-182.24646195139212,-183.13613821226318,-184.11270043566765,-169.82051858255,1321
0.50571,0.21202,0.14961,-47143.139360205154,-2.4912023905308214,-6.454812878840154,107.855335047616,6395.0654,2.0165,174.62,4.160321597879483,-47138.97904323321,-47138.56709006018,-47138.541375300396,-47140.16222150894,58.102,-117.20697716819996,-117.71977573260665,-118.31069819470576,-109.28538894590747,2686
0.36194,0.13265,0.10347,-29423.49054698527,-0.36463257272652105,-5.6014638131159975,142.50143642670398,10145.2007,3.1959,197.7,8.739535272218077,-29414.75099946793,-29414.18064881686,-29414.154961268458,-29416.188685837147,78.351,-181.47314156729044,-182.44404382063658,-183.44632080208612,-168.77875787307858,4165
0.27035,0.01855,0.01815,-77542.89363679929,-0.5319825967763796,-5.54758526878775,136.4815004529492,54159.4746,6.8584,362.75,15.920184661872202,-77526.97345485855,-77525.96579002269,-77525.94010247428,-77529.07218742846,138.842,-301.86300734838005,-303.59106641006656,-305.39014720043633,-279.2627539551322,463
0.49795,0.08064,0.07727,-30312.094152460006,-0.7907628778681121,-5.64092032285133,131.97950651439706,13758.2163,4.7271,240.68,12.140523143087592,-30299.953632038054,-30299.33179744462,-30299.30610989622,-30301.45428555453,90.12,-233.67192703624823,-235.05372121856635,-236.36449368337708,-217.29491762582256,3971
0.22915,0.05645,0.04874,-35300.76520959128,-0.8674989864568277,-5.502142254127056,126.1150670418094,21018.456,7.5021,296.63,11.376890017085774,-35289.388338622164,-35288.66737294944,-35288.641685401046,-35291.076342531414,101.061,-247.22044892639678,-248.50311202943703,-249.81377564868308,-230.5804958928129,164
2.02879,0.26564,0.23597,-18103.19936835203,-1.1279119507100221,-5.72690830268833,125.14506505833847,4380.2377,2.4285,145.87,5.663886732655896,-18097.535470299437,-18097.19132790039,-18097.16564035198,-18098.61998008944,49.321,-120.98165899601736,-121.63933098484267,-122.281819020267,-112.88885673545155,756
0.20198,0.10271,0.07796,-44281.44212233998,-2.0405818379672995,-5.778337822274384,101.70952095386883,13633.6388,6.1854,251.73,11.582281558797698,-44269.85983506679,-44269.16020312072,-44269.13451557231,-44271.49649109061,98.99,-228.94792157789925,-230.25191840497428,-231.562663658573,-212.4367328264998,3945
0.41088,0.06606,0.06046,-37311.4295444332,-1.1151225992785696,-5.873577673359669,129.48415790042984,16406.6885,7.1995,238.58,9.957462487896704,-37301.47210017693,-37300.783107882795,-37300.757393123,-37303.135015188265,95.253,-220.13815371732198,-221.26013358591445,-222.44225061754696,-205.13926495210035,207
0.48404,0.09961,0.08323,-40606.18908979657,-1.4849253353497205,-5.722826594784675,115.31916710363666,11605.3776,4.5764,225.84,7.332271232581899,-40598.85680931212,-40598.30553384265,-40598.279846294245,-40600.252290821605,76.303,-168.98164597093273,-169.81749811283225,-170.7169160566773,-157.40434409448062,2134
0.53668,0.09702,0.08881,-124227.2972502029,-1.7502363490873012,-6.520120205298635,129.79515090276402,10543.0481,3.8788,189.71,4.476055309920216,-124222.8211992468,-124222.32244175237,-124222.29672699256,-124224.20462611227,65.52,-110.1408605032193,-110.64391738626,-111.2863237910642,-101.73284154949943,3197
1.67096,1.16696,1.16492,-12138.24510062689,1.8511905912377034,-6.1320858405911585,217.2360167257283,1419.68,1.2419,101.64,7.104430297399873,-12131.140684397775,-12130.914149609123,-12130.888462060717,-12132.014469214406,38.142,-115.90066736339577,-116.75300960782806,-117.4470360083833,-107.47866175469244,3887
0.53439,0.36873,0.27863,-22824.83232657175,-1.7447940718824275,-6.33970871595708,125.03399612893338,4246.4646,2.7049,165.87,6.607795291069146,-22818.224542001968,-22817.82192233435,-22817.796234785943,-22819.368481459045,59.783,-151.4746837521452,-152.26653508545132,-153.0374880743111,-141.57041952394138,212
0.2725,0.06989,0.06021,-36040.1783483918,-2.0267040310948725,-5.532891120334592,95.40821035895458,17007.6542,4.8291,254.25,10.588059147625392,-36029.590284346115,-36028.89438035993,-36028.86869281152,-36031.249280917866,95.676,-222.618906935626,-223.8110377573612,-225.04458430861996,-206.8722492824454,839
0.21619,0.05189,0.04636,-42533.5192131823,-0.613888868709725,-5.049616904541829,120.70230788213568,22655.0416,7.1433,313.26,14.664270351303555,-42518.85492759262,-42517.961985960224,-42517.93629841182,-42520.70334262248,126.793,-294.93980487357476,-296.5513992108681,-298.1962186505043,-274.12418302038714,4044
0.13973,0.08904,0.06234,-52403.25500047937,-1.4220670336334322,-5.890992960415264,121.60566850796359,17408.8923,0.7472,325.59,13.946189085506528,-52389.3088181967,-52388.435196648396,-52388.40950909998,-52391.07660588978,122.908,-287.76691072994436,-289.32076250351383,-290.9141796351105,-267.428358900077,155
0.30168,0.02315,0.02258,-51997.578728211774,-0.2190516574961563,-5.69724789192177,149.0693124521904,43931.5873,3.5167,334.03,14.878995398421837,-51982.69974369791,-51981.79798557645,-51981.77229802804,-51984.673195046555,127.11,-295.78833752499486,-297.429646693221,-299.10020810423157,-274.79905260972737,2335
0.08717,0.05265,0.03519,-54363.443823255344,-1.8835721406067008,-5.622960808075247,101.75394852563085,28648.8495,5.8437,343.35,13.91029726734039,-54349.53352843703,-54348.52787724372,-54348.50218969532,-54351.651145708835,138.534,-308.62563541760755,-310.16305151659617,-311.83344965908327,-287.2447514425294,1372
0.17366,0.07352,0.05919,-47401.39531843316,-1.740440250118529,-5.693166184018114,107.55915123586914,18188.9003,6.9509,335.9,13.604278020110355,-47387.791031705405,-47386.95531561783,-47386.929628069425,-47389.63318811649,117.02,-282.1960325147229,-283.71072710379667,-285.2527691386058,-262.77224584883515,3774
0.12923,0.04387,0.03952,-49249.644220063565,-1.1159389408593006,-4.693419861482862,97.34821432589645,27695.6467,4.9157,379.77,14.883730179590078,-49234.76051110885,-49233.77785353674,-49233.752138776945,-49236.710996047696,137.051,-310.5716304777379,-312.2091028431605,-313.93093050522293,-288.53076154604787,428
0.29105,0.02062,0.01971,-46784.058626703394,-1.0280461640005945,-5.235470671088257,114.48985243074547,50136.0601,4.8353,392.44,15.331139788602725,-46768.72748256097,-46767.79851305349,-46767.77282550508,-46770.72373705111,131.662,-323.69930107163236,-325.42899282429426,-327.1765624575346,-301.46387072986545,570
0.68005,0.22372,0.19253,-32490.03030419567,-1.0231481145162085,-5.943783049302537,133.8972966954579,5727.6033,5.8851,163.91,6.244033482695405,-32483.786274250455,-32483.33723195828,-32483.311544409873,-32485.037998007578,62.744,-132.8075096721368,-133.5144070556671,-134.25969970770893,-123.34243721789608,3347
0.21328,0.03546,0.03215,-66050.06003972224,-0.7662726304461815,-5.258056121488483,122.227654512632,30814.8904,4.1807,312.41,12.251001370346524,-66037.80904134516,-66036.94747444085,-66036.92178689245,-66039.75800244637,119.307,-268.09732361686474,-269.4705734187446,-270.93538954302494,-249.36797151617066,1318
0.22715,0.11775,0.08363,-33928.04445251126,-1.3951277614693087,-5.716295862138827,117.58497326350007,12381.2282,12.1297,274.45,9.180577416901022,-33918.863860672325,-33918.220284181465,-33918.19459663306,-33920.39869168965,90.278,-208.8485578266118,-209.90035953062034,-211.00535949428013,-194.5442396896542,727
0.34272,0.10975,0.08766,-29979.9347944659,-1.3763519051124953,-5.656158699024975,116.45947477886203,11835.8625,3.982,252.53,9.999204754058086,-29969.935575017695,-29969.301059918376,-29969.275372369968,-29971.454432951414,87.05,-205.95672219964763,-207.0561166178013,-208.18691297544137,-191.69090817391043,519
0.96938,0.32914,0.25482,-37164.6040770065,-1.1902260247058232,-6.013716311385161,131.25385617561727,3967.41,1.8104,147.32,3.8925615593997103,-37160.71151871247,-37160.39570336627,-37160.36998860648,-37161.7710484501,45.707,-101.41536630000337,-101.90870872341475,-102.42265017165482,-94.68498372195609,3822
0.10754,0.08117,0.05858,-39884.33460205526,-1.1371638219583071,-6.063513147809753,134.05279319662503,19463.9668,3.9434,300.08,13.932311278634101,-39870.40229104874,-39869.4999070654,-39869.474219517,-39872.3646129405,122.128,-276.98374594350753,-278.47030396204354,-280.03803354504635,-257.3612889447322,3017
0.38116,0.03044,0.02977,-52816.27118221559,-1.378256702134201,-6.091268761554607,128.2475904863867,34007.9893,6.5085,316.5,13.782403753025863,-52802.488789347124,-52801.583602591025,-52801.55791504262,-52804.40283824008,123.349,-266.2556570044326,-267.73941224758164,-269.30716904217843,-246.52966068534442,551
0.15417,0.09148,0.06644,-39849.842972152044,-1.395671989189796,-5.846910515055789,121.12436981387495,15838.8493,2.3671,272.54,9.875093622400945,-39839.9678796181,-39839.24982556369,-39839.224138015285,-39841.62371966907,101.259,-228.87406987520808,-230.005519306098,-231.21329667480313,-213.21067906325334,4166
0.74809,0.14097,0.13049,-33326.100128637685,-0.5031385275905503,-6.299435864641017,157.72528435049213,8407.404,3.4015,178.74,9.145964533878026,-33316.954178797954,-33316.390467725076,-33316.36475296528,-33318.371565473186,76.808,-167.3633304186369,-168.3408722475724,-169.34325807476125,-155.08786601578322,1158
1.01353,0.33789,0.25341,-21799.507510429154,-1.7907813142636082,-6.031403712301,115.39321305657339,4023.8505,2.2074,151.02,5.003466393844503,-21794.50403598074,-21794.172682933116,-21794.14699538471,-21795.542966699148,50.414,-127.53816082443154,-128.17009084207166,-128.78680969493507,-119.48473343943624,3965
0.48359,0.11013,0.09324,-45457.67043891525,0.1923844991922764,-5.17560562183465,146.07045135825354,10754.5096,1.6812,181.61,8.562606840287641,-45449.10783425187,-45448.565320848706,-45448.5396333003,-45450.58552135854,72.132,-160.34565002618183,-161.26732687702315,-162.21828318757616,-148.6975441220202,3907
0.42408,0.05288,0.04842,-42975.04390254377,-1.6517311316790917,-5.722826594784675,110.78015018861618,19883.2775,2.7003,239.23,10.982188862802326,-42964.06169327243,-42963.41868822068,-42963.39297346088,-42965.62376288716,92.017,-219.44584163776744,-220.69087139131443,-221.9244723669326,-203.97524349449668,1370
0.38741,0.10952,0.09479,-50046.856471254454,-1.0963467429217562,-5.321730764785501,114.97855572012776,11144.2761,3.0695,203.73,9.277177837287525,-50037.579311920905,-50036.95032073295,-50036.92460597315,-50039.097598415516,84.119,-177.5310825040433,-178.52040686050896,-179.57411336470977,-164.42183401589136,3799
1.07426,0.15387,0.14351,-29063.34699470566,-1.25444489572333,-5.789494490544375,123.40498516432571,7460.373,2.9583,183.35,7.723326061138081,-29055.623671093545,-29055.165785100915,-29055.140097552507,-29056.914497612383,63.335,-147.20660506663626,-148.05878404014584,-148.90696294274312,-136.76233088629306,3523
0.2663,0.08042,0.07153,-40887.40469416703,-1.3643788952617735,-5.9421503661410755,124.56750662543212,14393.0827,1.3565,210.91,9.919720295480909,-40877.48499373587,-40876.81850525797,-40876.79281770957,-40879.13574525765,93.509,-213.6301425788115,-214.77462626363558,-215.95677050665836,-198.62159377154603,1834
0.21068,0.09154,0.07811,-64083.615070587206,-1.4871022462316699,-6.22623723623547,128.9584316345792,14076.4313,4.4243,257.68,11.331719116285324,-64072.28336262758,-64071.593009764154,-64071.56729500435,-64073.9541145181,97.294,-218.0489179294891,-219.32366251137864,-220.6086930083693,-201.9267159387382,813
0.33296,0.03965,0.03811,-40544.0102876824,-1.466149478992907,-5.438195496969794,108.0848775017198,26463.5085,6.824,303.88,11.917036029669465,-40532.093238319154,-40531.36108876678,-40531.33540121838,-40533.78635796897,105.47,-261.35807011258294,-262.745143303815,-264.1328695682532,-243.51515612563526,4190
0.25708,0.19155,0.12008,-30623.762027910096,-1.2813841678874536,-5.313295235117947,109.71388846632749,8916.4895,1.2527,248.15,9.65517120055201,-30614.106852355722,-30613.49367098305,-30613.467956223256,-30615.52853842995,87.116,-204.84301459243943,-205.9252114146293,-207.03026580109145,-190.78784390591682,3590
0.20794,0.02823,0.02557,-81059.29929456516,-2.2351432480415254,-5.720649683902725,94.84546111663553,37250.7334,7.877,299.56,11.661249001040412,-81047.63803549591,-81046.7866184386,-81046.76093089019,-81049.55510485271,115.969,-232.90418500032683,-234.17199067617184,-235.5598257897509,-215.37414753434132,3614
0.40964,0.05054,0.04842,-48195.615985491444,-2.32738984666413,-6.405832383996293,110.9800742615453,20532.2812,3.3847,270.22,8.59468906441037,-48187.021303774105,-48186.35413501156,-48186.32844746315,-48188.607999693195,92.806,-210.02125972237263,-211.01093782948737,-212.09019582356268,-195.9445104054539,3672
0.10701,0.0516,0.03919,-44119.47890753361,-0.347217285670926,-5.746500500625874,146.92197981702571,27120.3659,4.3791,303.98,15.537946322387915,-44103.9409666535,-44102.98462249167,-44102.958934943264,-44105.95716708959,131.192,-297.5522884116144,-299.2160741873158,-300.938065117698,-276.1683295499315,2981
0.29992,0.04753,0.0455,-54830.54074297945,-2.089290218950917,-6.353314408969264,116.0300082518291,22025.6591,8.0505,288.39,9.593510199820793,-54820.94722624889,-54820.13649021368,-54820.11080266528,-54822.740891970076,109.975,-233.57712256836385,-234.654421338455,-235.88788625576854,-217.5279287288795,1997
0.73512,0.03569,0.03453,-35737.51263536866,-1.9671110957015079,-5.707043990890542,101.76875771621819,28684.8773,1.7229,327.55,11.135742714137832,-35726.3769119746,-35725.67823242704,-35725.652544878634,-35728.01854768207,98.189,-242.35227754386142,-243.61869544945512,-244.90364430889895,-225.94253283604485,4029
0.31256,0.07478,0.07277,-46709.911250466546,-2.199224218489361,-6.517671180556443,117.51092731056337,14797.1021,3.1467,279.33,10.198092774510185,-46699.71317619578,-46699.04102774959,-46699.015340201186,-46701.23154432455,96.324,-224.48536311808857,-225.66271815459913,-226.87054994767095,-208.89949754362897,83
0.37788,0.03566,0.03358,-46234.288584173555,-0.9036901298692362,-5.234654329507527,117.85153869407225,29627.0005,1.6066,305.72,11.76193112933057,-46222.526664473,-46221.78967129392,-46221.76398374551,-46224.2397028574,103.51,-236.41722935314465,-237.72239626982628,-239.05880186182185,-219.5741977443613,643
1.49492,0.23513,0.20319,-29436.727250881828,-1.3510453161098337,-6.440118730386995,138.48074118224045,4821.7278,3.8836,142.48,4.647650310189877,-29432.07959104765,-29431.73242818475,-29431.706740636346,-29433.16589678913,49.085,-106.98409481735507,-107.52315237188304,-108.08849612953782,-99.71642341391635,3267
0.51911,0.23329,0.18312,-23559.59324417509,-0.0710217175235985,-5.852624906120907,157.3254362046339,6201.2113,1.0444,173.88,9.901651935160729,-23549.691605600718,-23549.132057869898,-23549.106343110107,-23551.10270644578,76.283,-176.01342186397233,-177.07218968279994,-178.1259778179883,-163.1895936064393,3466
2.137,0.29022,0.25744,-26362.62169748051,-1.5064223303089705,-6.005552895577851,122.4275785855611,3973.2697,2.6754,136.98,4.46212308027574,-26358.15957314851,-26357.850043632487,-26357.82435608408,-26359.22187844752,43.831,-104.62582004491196,-105.1639796237032,-105.70366304294294,-97.7519518248373,4117
0.68102,0.04939,0.04832,-39536.36325023743,-1.0021953472774456,-4.997915271095532,108.72907729226922,20832.8385,0.7923,271.84,11.707372300351715,-39524.65586242659,-39524.01579620453,-39523.990108656115,-39526.19790446121,92.366,-226.03235762231634,-227.357388850789,-228.64247376736603,-209.9466188914157,182
0.20895,0.05572,0.04586,-51795.92845084816,-1.6849290226288198,-5.547857382647994,105.11563478895762,21696.7143,5.1026,333.21,11.513409540770024,-51784.415026885355,-51783.65833266279,-51783.632645114376,-51786.09805111097,106.951,-251.62229879028746,-252.94629598609754,-254.30830749234156,-234.01133465651947,2570
0.91943,0.34782,0.30105,-20689.852349744502,-1.0261413669788888,-5.849631653658226,131.25385617561724,3741.0215,1.6468,131.94,5.433161390555286,-20684.4191894424,-20684.056788203332,-20684.031100654924,-20685.551373580718,51.119,-121.79092561637663,-122.4303387651853,-123.072799589223,-113.63112892342178,4132
0.35011,0.11322,0.1052,-38091.06634561572,-1.248730504658213,-5.836025960646043,124.8266674607106,10258.5447,5.7574,213.43,7.877369717422026,-38083.188960932035,-38082.559207825274,-38082.53349306548,-38084.70528820685,87.822,-189.7898935348494,-190.70139333251427,-191.70353425701614,-176.74197951339738,1186
1.12153,0.18595,0.16766,-23912.205505634618,-1.5910497408447528,-6.042016152850502,121.11696521858127,6091.7452,4.0171,156.16,6.312442907160664,-23905.893056904217,-23905.45370186547,-23905.42801431706,-23907.126875569335,61.278,-141.97110718313343,-142.68769182270262,-143.43295726315046,-132.54606267420604,1542
0.29386,0.02533,0.02489,-62360.10209362926,-0.42041591407647394,-5.570987060768705,140.15417971861015,39420.8003,5.7622,295.06,13.354096537002324,-62346.74798593559,-62345.83964265871,-62345.813955110294,-62348.81003755713,124.169,-261.03444510063855,-262.47651249778573,-264.0185817441743,-241.7390417575225,1135
0.47564,0.10435,0.10094,-38176.56594202708,-2.0054791499958657,-6.142970395000906,112.58687144027198,10635.344,4.0494,207.12,8.046243579089248,-38168.51970416239,-38167.98622493938,-38167.96053739097,-38169.93662824406,75.319,-171.9830346353774,-172.91374566897866,-173.8646203423923,-159.82101450087066,2848
0.1868,0.0414,0.03797,-78511.51171606476,-2.2286125153956773,-6.548964274484464,117.56275947761905,25911.7968,4.4486,289.22,7.59159574139412,-78503.92011896281,-78503.12590023891,-78503.10018547911,-78505.75468339719,108.4,-206.02121319023718,-206.92237265336735,-208.02723656209128,-191.2636622134014,1234
0.47256,0.05077,0.05015,-37028.92670381417,-0.3415028946058089,-5.46241363053148,139.3470788316,20226.4003,3.6996,261.74,12.351438596162463,-37016.575255966134,-37015.85243991917,-37015.82675237076,-37018.20328598059,103.61,-250.0197930522554,-251.4161997488991,-252.80400764749356,-232.44284315232653,3544
0.67458,0.05148,0.05065,-35369.34348968657,-1.237845950248466,-5.801467500395097,124.1824676701612,19685.3017,4.0085,246.85,9.5599041380807,-35359.78359561671,-35359.13060398628,-35359.10488922649,-35361.31853547957,92.269,-208.231349168811,-209.31226705587324,-210.4429817793134,-193.76936826122983,2165
0.51551,0.08829,0.08426,-42523.27660775041,-1.2098182226433676,-5.677655693984225,121.57605012678889,12380.5358,3.3128,241.67,8.520782939968187,-42514.75583161329,-42514.17914070928,-42514.15345316087,-42516.19452480379,82.849,-196.18356243296148,-197.1866557533649,-198.2145658620284,-182.87616063308815,3750
0.15474,0.10976,0.07342,-56661.25953911092,-1.641390804989832,-5.1263530131305455,94.83065192604822,14459.8379,3.5528,303.03,10.817233440722612,-56650.4423154663,-56649.74080593459,-56649.71511838618,-56652.03388222348,99.682,-226.73092833064584,-227.95598492424324,-229.21524623846926,-210.6164271585876,2826
0.24867,0.07623,0.07053,-67678.0874739905,-2.5692990684207553,-6.017798019288816,93.83843615669625,14782.2442,9.3367,270.15,6.594978728251669,-67671.49249335745,-67670.88459099366,-67670.85890344526,-67672.98408548237,85.823,-181.69271024946647,-182.51046681446314,-183.4354906743538,-169.3273122132232,191
0.29264,0.03219,0.03124,-51258.01043416986,-0.6133446409892377,-5.457515581047094,131.8166054179363,32158.7606,4.7472,319.94,13.868119619002618,-51244.142318088336,-51243.33120109372,-51243.30548633393,-51245.97059669254,114.939,-274.1642653930103,-275.74209039764537,-277.3097927694689,-254.2664019597869,1706
1.88846,0.27504,0.25157,-19249.99648034558,-0.01006821282901588,-6.365287418819985,172.93432308369296,4235.6302,1.6235,126.57,6.293748684961924,-19243.702750763012,-19243.35588722536,-19243.330199676955,-19244.827696672644,48.955,-125.55472289711179,-126.28673639255067,-126.98065394757214,-116.92710805562456,3428
0.64834,0.08772,0.07971,-32056.52765252484,-1.442747687011951,-6.001199073813952,124.04178035958145,12469.1526,0.9612,206.53,7.2162690939600225,-32049.311379893403,-32048.756022716032,-32048.73033516762,-32050.8209315331,76.416,-170.70118787291358,-171.53295830952266,-172.4323490404022,-159.12511051013644,2151
0.42155,0.06399,0.06128,-29241.960389672957,-1.416352642568315,-5.26676376501628,104.77502340544875,17146.451,3.4887,257.67,11.279582100662637,-29230.68080321847,-29230.047512631525,-29230.02182508312,-29232.245702817345,88.539,-221.47507632409543,-222.72982054506429,-223.96347594187682,-206.13795003057749,3145
0.27813,0.26103,0.16661,-38848.245770868045,-2.6098440335970623,-6.961216772753628,118.40688334109755,6651.9139,0.6097,198.2,6.291898310712267,-38841.95386112855,-38841.47853263748,-38841.452845089065,-38843.23268742615,67.576,-153.66215265554638,-154.41982648539852,-155.21641260146134,-143.22998753715365,2249
0.21083,0.08508,0.06261,-99538.2553559395,-1.065869990574465,-5.305948160891369,115.37840386598602,15740.9783,3.4366,276.15,10.793668380425512,-99527.46166932744,-99526.82424260981,-99526.79852785003,-99529.02343961693,89.933,-213.37732159378356,-214.58939835889032,-215.79728457468445,-198.1299656595802,3042
0.62981,0.19545,0.17027,-26151.41109520915,-1.4664215928531508,-6.2270535778162,129.5433946627792,6103.4114,3.2353,150.31,5.835019139363141,-26145.57606211035,-26145.141523486924,-26145.11583593852,-26146.810942019518,61.517,-138.9560311888672,-139.6389009211489,-140.35842439041517,-129.70794232324988,423
0.21438,0.08333,0.07886,-57082.18658995768,-2.267796911270766,-6.2357612213439975,107.97380857231474,14180.2159,7.2329,243.97,8.743508134577633,-57073.443093524,-57072.7290939661,-57072.7034064177,-57075.081164539886,98.653,-198.6215665621785,-199.60294519393938,-200.70799958078715,-184.37580733498908,1628
0.44561,0.02054,0.02037,-55423.51208646067,-1.4917281818558124,-5.50758453133193,109.27701734400088,47076.658,3.6815,332.22,15.630982051205228,-55407.881094613374,-55406.95400269152,-55406.92828793173,-55409.87506334708,129.931,-305.04309318283777,-306.77466251851,-308.5222865761316,-283.10940989938535,2804
0.28337,0.09746,0.08366,-47955.85893592939,-1.7926861112853139,-5.536428600517759,101.87242205032959,12379.7593,2.9764,229.72,9.001989090423098,-47946.85693051214,-47946.150903890346,-47946.12521634194,-47948.48542312015,96.416,-195.86646814896812,-196.8558197194434,-197.96087410608015,-181.73333684501267,4010
0.98473,0.03979,0.03843,-36302.41762577078,-1.4236997167948942,-4.95111168713362,95.98576879186093,25401.7084,1.274,281.21,9.797650017775597,-36292.61997711357,-36291.97218285788,-36291.94649530947,-36294.193720412906,90.829,-212.93211610450817,-214.0567626889242,-215.21319217215932,-198.09750247671036,1463
0.24307,0.06201,0.05567,-37373.00665082862,-2.2057549511352086,-5.51874119960192,90.15094770044794,18782.9579,2.0086,323.35,11.790312604953986,-37361.216330876596,-37360.50970560431,-37360.483990844514,-37362.81467326889,102.299,-259.3489718482524,-260.7230379969478,-262.0850495016057,-241.8277236554859,3006
1.35769,0.1261,0.11588,-21845.21982736084,-1.0851900746517655,-5.027575681862092,107.27777661470964,8786.2304,4.7245,223.37,7.232623136960666,-21837.9872049858,-21837.557346720772,-21837.531659172364,-21839.22426180585,61.409,-156.66495631105136,-157.50663169217296,-158.32901420060807,-146.28503705513504,729
0.22347,0.09718,0.07552,-42244.75425384919,-1.4756734641014355,-5.418059071311762,107.27777661470965,13963.3636,2.363,263.38,11.589111616689815,-42233.16514359307,-42232.527390338815,-42232.50170279041,-42234.704165163836,92.145,-230.34876373307634,-231.67610792935739,-232.96113842455088,-214.16106393391237,2747
0.61594,0.02412,0.02386,-56514.84702269877,-0.3208222412272898,-5.771534975768293,148.32144832752962,40795.6027,5.3274,278.43,12.397561895473766,-56502.44946461289,-56501.62468750249,-56501.59899995408,-56504.334560591116,112.668,-233.29619222006295,-234.6291691706283,-236.04277346362505,-215.70430327623035,3631
0.29881,0.05091,0.0474,-74023.79184959954,-1.9575871105929796,-5.3644526408437585,92.70553307676455,20791.0396,4.3664,266.64,7.440735817275028,-74016.35110017657,-74015.68368651155,-74015.65799896314,-74017.94876228421,91.235,-172.16222162070335,-172.99752952705603,-173.97406454088923,-159.47401491556957,1400
2.86281,0.91838,0.69572,-21172.131049551223,-0.3257202907116759,-5.753575460992209,147.6994623228612,1566.1316,1.8921,99.13,3.2561960858338574,-21168.874869193573,-21168.662538748424,-21168.636851200015,-21169.759239239364,31.522,-74.62015121247896,-75.02432192648848,-75.40982563250509,-69.74248305975561,1211
0.15307,0.08661,0.05686,-37678.12061443002,-1.336623281516919,-5.426494600979315,111.29106726387947,17697.1226,8.2992,318.01,11.175634606049552,-37666.94498771527,-37666.17599394622,-37666.150306397816,-37668.6713868902,105.836,-242.1308857071781,-243.36552071387996,-244.67615712173574,-225.38342048740014,892
0.89907,0.35577,0.32296,-28505.733087565884,-0.4310283546259771,-5.918748574160119,149.3284732874689,3724.649,6.638,137.72,6.488418940580247,-28499.244678965635,-28498.862141300902,-28498.836453752494,-28500.381135291558,54.158,-121.52860785612575,-122.26347854448613,-122.98313807089289,-112.58256537890702,530
0.81916,0.42539,0.27999,-20248.635103193916,-2.718961691554775,-5.805549208298752,83.99032441611344,3703.4526,5.2876,163.9,5.35579942008801,-20243.279301460858,-20242.932846093998,-20242.90715854559,-20244.368654877573,51.509,-132.5381441608588,-133.1935031818757,-133.83593679453043,-124.25399143376853,3233
2.03634,1.2031,0.75628,-13420.525649965251,-1.6955414631783228,-5.937252316656688,115.42283143774804,1446.2528,3.2347,96.23,3.503411527865234,-13417.022241321793,-13416.817856601363,-13416.792169052957,-13417.904380033931,30.574,-83.40284374191287,-83.8534915058608,-84.26465554868992,-78.15382180058623,1137
2.99422,0.35748,0.32236,-16649.701820814917,-0.4955193395037275,-5.131795290335418,126.15949461357143,3117.8248,3.0858,115.34,4.38174064595976,-16645.320098536642,-16645.030623812112,-16645.004936263707,-16646.327518470036,41.427,-98.41076668731694,-98.93044973760334,-99.44441839684805,-91.90599370374548,754
0.30218,0.0865,0.07103,-57234.66712790008,-0.7303536008940168,-5.490169244276335,129.52118087689817,14269.6393,3.2024,246.36,8.047359245916248,-57226.619767837816,-57225.98051795734,-57225.95483040893,-57228.172095776354,86.165,-167.37614698348625,-168.2396186770129,-169.2162625333949,-154.98185046493018,1793
0.56855,0.10075,0.09359,-39421.72087328284,-1.1396128467005002,-5.780514733156334,126.28537273356385,11403.6196,7.5017,208.51,10.445934078420121,-39411.27491498629,-39410.62537920188,-39410.59969165347,-39412.845338496525,88.364,-191.46529857339192,-192.58820362648112,-193.74479637823242,-177.1420685266785,3275
0.19813,0.068,0.05587,-58176.74606564356,-1.091720807297614,-5.961198336358132,132.50523278024772,19428.643,2.6688,314.33,15.13589809387789,-58161.610175441,-58160.686348885465,-58160.66066133705,-58163.53437418093,127.813,-277.4536865822083,-279.07292731374764,-280.74359757050115,-256.6928412561174,1490
0.19418,0.07698,0.05951,-47209.52481157402,-1.0789314558661611,-6.269503340014213,141.24265522677982,17885.9342,2.588,295.77,12.6938666778931,-47196.830939725965,-47196.051823321315,-47196.02613577291,-47198.63636076591,108.661,-254.56806738171872,-255.9852363632599,-257.42447378168436,-236.44128421927599,3652
2.06304,0.16137,0.15411,-29703.37649500538,-1.7913255419840957,-6.850466431634453,137.66623569993658,6420.4198,1.8799,152.27,5.399664174359289,-29697.976819674357,-29697.614527280828,-29697.588839732423,-29699.14413371203,50.517,-125.03095814257904,-125.67048013431122,-126.31294095994963,-116.91094449469165,1987
0.95809,0.38464,0.33933,-27867.773048275998,-2.003846466834404,-6.625156155352693,125.75224187241952,3376.6912,5.1826,134.95,4.8647427478922785,-27862.908321582825,-27862.54826052295,-27862.522545763157,-27864.04072341223,49.351,-110.44184563683302,-111.00653631700334,-111.59759483304151,-102.93901344018013,184
0.53811,0.13667,0.11351,-36699.313150577786,-1.6487378792164111,-5.62540983281744,108.21075562171222,9095.2949,6.3071,236.59,7.7617213268184635,-36691.55141346837,-36691.04051969576,-36691.01483214735,-36692.8510020535,73.38,-176.75158513367205,-177.66635029505414,-178.5915102086874,-164.7865210112068,1080
